,token,score,match
16359,archangel,94,arcangel
16360,juguetico,71,bugueiro
16361,moli,100,moli
16362,delgada,86,delgado
16363,yndio,77,yandiola
16364,Retocados,71,preciado
16365,argote,100,argote
16366,techoen,83,techo
16367,saçonadas,77,saona
16368,cometida,75,cortiada
16369,enfeña,73,seneca
16370,fuere.Martin,72,marimon-jafer
16371,pintan,83,pitano
16372,tardanza,86,aranza
16373,reloj,73,rabelo
16374,bierte,83,uberte
16375,recalde,100,recalde
16376,vexaciones,71,recines
16377,"1,000",18,ab-ach
16378,cobiniere,67,cornieles
16379,relasion,71,elisio
16380,colines,92,colins
16381,zalutacion,71,alarcon
16382,definitiva,67,dionisia
16383,veleta,91,eleta
16384,fluecos,73,luco
16385,condonaba,75,cordoba
16386,enlenfar,77,elena
16387,religiofas,71,remigio
16388,rrestituyr,74,restituto
16389,encarnarlo,76,encarnacion
16390,uan,86,juan
16391,pasajeros,71,mascaros
16392,ajos,86,jos
16393,dimuestra,80,mestra
16394,euclides,67,secades
16395,Dase,86,das
16396,aiamonte,88,viamonte
16397,casarme,86,casares
16398,rrezevido,67,treviño
16399,lleuando,80,luyando
16400,venyntiquatro,63,veytia
16401,geron,91,gerson
16402,antiguedad,71,artieda
16403,santas,80,sans
16404,vergas,91,verga
16405,tenerlfe,71,enrile
16406,destrias,77,trias
16407,bera,89,obera
16408,encargarnos,74,escarano
16409,poseemos,67,poechos
16410,monseñor,80,monteser
16411,mueftra,77,mestra
16412,pulidas,77,pulido
16413,decoraciones,74,corones
16414,entonces,75,pontones
16415,mortero,86,portero
16416,fenecimiento,63,eximeno
16417,aliende,86,allende
16418,hauerse,77,haurie
16419,fustenten,80,fuente
16420,nesesite,71,estete
16421,843,0,dessi
16422,entregando,71,centeno
16423,censuras,71,consuegra
16424,piesas,83,presas
16425,cuidad,71,cuadrado
16426,balian,83,balbin
16427,compromisos,70,corominas
16428,pasadizo,75,pascasio
16429,destrozada,82,estrada
16430,ciudano,73,cano
16431,mercaduria,78,mercadal
16432,simbolice,75,siliceo
16433,espirado,77,prado
16434,dicinio,75,liciniano
16435,fezistes,71,finestres
16436,reposadas,88,posadas
16437,efcultura,62,eura
16438,origen,83,obrien
16439,fanblaje,62,faber
16440,juresdicion,63,mauricio
16441,•,0,dessi
16442,auranse,77,arance
16443,biernes,77,bierna
16444,creacion,77,recio
16445,leguas,92,lenguas
16446,jubileo,73,jubi
16447,juntasen,77,junta
16448,asestir,83,sesti
16449,alvaseas,80,alvares
16450,terzero,86,ternero
16451,isla,100,isla
16452,entregaría,75,vergara
16453,emplomare,78,palomares
16454,alhacenas,75,calcena
16455,purgatorio,67,patricio
16456,obliguen,71,ligues
16457,266,0,dessi
16458,resebimiento,67,sarmiento
16459,Toda,75,topa
16460,diuinos,73,dios
16461,quanpos,71,quijano
16462,hauitacion,76,anunciacion
16463,manillas,88,mansilla
16464,mercedarios,74,mercurio
16465,ocurriendo,78,carriedo
16466,bizagras,77,izaga
16467,sohre,75,ore
16468,pintenlas,71,pimentel
16469,dello,80,dallo
16470,bodas,91,bordas
16471,quedándose,75,oquendo
16472,clabason,75,caballon
16473,mexoramientos,67,formento
16474,dexemos,67,lemos
16475,danos,80,daens
16476,intitular,62,ituarte
16477,cavalleriza,95,cavalleria
16478,cuerda,100,cuerda
16479,gravar,83,girava
16480,hedades,71,secades
16481,Reliebe,67,reciente
16482,guarnecellas,70,canellas
16483,vesinos,86,espinos
16484,ihesuxpo,62,espoz
16485,dandosele,67,danese
16486,quieran,86,quirant
16487,conpre,73,corte
16488,doña,80,oña
16489,durmiente,75,drument
16490,estatutos,78,restituto
16491,complimiento,74,climent
16492,cantar,83,cantal
16493,aserio,80,ariño
16494,guzgare,77,ugarte
16495,luz,100,luz
16496,mandamiento,71,dameto
16497,bisitasen,67,briaen
16498,reverendisima,64,veramendi
16499,hutilidad,71,trinidad
16500,ronpidos,77,nidos
16501,carrança,93,carranza
16502,ramo,100,ramo
16503,Siguen,86,siguenza
16504,mauado,83,aguado
16505,enpezando,75,cenzano
16506,serbicio,71,jerico
16507,sra,86,sora
16508,açarcon,92,alarcon
16509,figure,86,figueres
16510,tendra,83,tienda
16511,resaltes,80,rosales
16512,sangrias,82,sangronis
16513,porteria,100,porteria
16514,doquiera,75,jorquera
16515,sellar,83,stella
16516,ennierve,74,dennetieres
16517,cuartilla,82,cartella
16518,contesta,86,conesa
16519,19.190,17,ab-ach
16520,ytalia,73,tapia
16521,cárcel,91,carcel
16522,ynstancia,67,constanza
16523,leais,89,leis
16524,diputacion,70,visitacion
16525,obras,80,briñas
16526,feñalar,77,echalar
16527,Obligacion,78,obligado
16528,produsca,77,rusca
16529,albañies,86,albites
16530,vellon,91,vello
16531,sostenian,67,sevastian
16532,obradores,88,obrador
16533,bienauenturada,77,buenaventura
16534,prouechoso,82,poechos
16535,arandelas,80,aranda
16536,pajecillo,75,ancillo
16537,proceguir,67,rogier
16538,dilegencias,70,clemencia
16539,quarterones,86,quarteroni
16540,susso,80,sasso
16541,izquierdo,100,izquierdo
16542,Indias,80,dias
16543,valerse,80,valverde
16544,cuantías,86,cuentas
16545,tallando,80,tellado
16546,solerias,86,solera
16547,obligadas,82,obligado
16548,pertiguero,78,peligero
16549,jerez,100,jerez
16550,entendimientos,64,benedito
16551,588,0,dessi
16552,pagárselo,86,agrelo
16553,fuistes,77,fuster
16554,rrenobando,75,obando
16555,forzoso,77,orosco
16556,pernos,83,pernas
16557,tasaron,86,tamaron
16558,sacarlas,77,scals
16559,siguienten,74,sirviente
16560,engarfiados,67,enguidanos
16561,perffecion,78,perfecto
16562,paradas,92,pradas
16563,predicación,73,purificacion
16564,anxeles,86,angeles
16565,reservandose,80,servando
16566,henchimientos,67,chirinos
16567,heredera,80,verdera
16568,mytra,73,mestra
16569,rrequadro,75,quadros
16570,rrepresenie,67,resende
16571,ylustrisima,70,santisima
16572,huzar,73,urizar
16573,triumphal,62,tupa
16574,plateadas,71,plata
16575,universidad,71,verdad
16576,preminencias,67,mencia
16577,ahijada,71,ahumada
16578,facilmente,78,clemente
16579,Titulo,80,tito
16580,ymperfeccion,70,perfecto
16581,destierro,70,valdestairo
16582,ber,86,ober
16583,difiero,77,fierro
16584,comunicandolo,64,mirandola
16585,Hacha,89,acha
16586,tenian,80,tena
16587,siquiera,88,siqueira
16588,nuñes,80,nueros
16589,terzias,83,trias
16590,carzel,83,carcel
16591,secrestador,74,serrador
16592,usado,80,sardo
16593,consierto,75,contero
16594,vsar,75,saro
16595,reforme,71,forment
16596,flocaduras,71,fauduas
16597,estipulacion,67,trespalacios
16598,ignora,77,cintora
16599,habito,77,arbieto
16600,pluma,80,palma
16601,alço,86,albo
16602,trefe,73,treceño
16603,capaz,100,capaz
16604,cia,86,chia
16605,rrematase,71,matas
16606,cortijo,83,corio
16607,asentando,75,gaetano
16608,obligastis,71,oblites
16609,decidir,67,decio
16610,cristo,100,cristo
16611,baculos,86,bañuelos
16612,perdieren,75,verdier
16613,accidentes,74,cifuentes
16614,hagays,83,chagas
16615,eftubiere,78,thubieres
16616,vicio,89,vico
16617,artificiosas,63,zarcosa
16618,maquina,93,marquina
16619,affesorios,71,alferio
16620,comizas,77,chozas
16621,marcada,93,marcaida
16622,bordaduras,75,borras
16623,enluzirlas,71,enzinas
16624,efigies,71,begines
16625,abilidad,71,beldad
16626,dirige,83,driget
16627,Dominicos,94,dominico
16628,multiplicacion,69,purificacion
16629,colunnas,80,colonna
16630,adobado,77,dorado
16631,comenzados,74,comenares
16632,supulturas,67,esplugas
16633,oydores,77,ozores
16634,molinillo-,100,molinillo
16635,lu,80,luz
16636,tintorero,82,vitorero
16637,beneficios,82,benicio
16638,bientre,71,benitez
16639,delantero,75,cantero
16640,1698,0,dessi
16641,Encarnacion,100,encarnacion
16642,filla,89,illa
16643,conossemos,64,cloostermans
16644,noviciado,71,novia
16645,binagre,77,linage
16646,milanes,100,milanes
16647,seruira,83,serra
16648,Infieles,71,cornieles
16649,pertenesca,75,perena
16650,mantellino,84,matellano
16651,dende,77,demandre
16652,Roldan,100,roldan
16653,metiendolo,74,attendolo
16654,presteza,77,resta
16655,profesión,71,presno
16656,clauo,83,claudio
16657,pretina,83,reina
16658,renovó,73,rendom
16659,husar,83,huascar
16660,espere,80,pere
16661,encomiendo,75,comino
16662,setíl,73,settala
16663,dardos,91,dardo
16664,proporcionando,64,preciado
16665,cossas,83,costas
16666,esecion,77,sencio
16667,derribando,78,ferrando
16668,entavlado,71,encalada
16669,engrape,71,meingre
16670,.ocho,89,ochoa
16671,hiso,67,rison
16672,encafamiento,67,sarmiento
16673,comensare,89,comenares
16674,dominicos,94,dominico
16675,muelan,83,melian
16676,almonasyir,80,almonaster
16677,escorzo,83,corzo
16678,rehinchendo,63,vincenzo
16679,qunplimiento,70,pimienta
16680,deshizo,67,dessi
16681,grandioso,82,gaudioso
16682,»[26,0,dessi
16683,tubiera,77,rubira
16684,herraje,77,herran
16685,País,86,peñas
16686,ofrecieren,75,freire
16687,enrriques,89,henriques
16688,cañon,89,caxon
16689,murales,86,morales
16690,formalete,75,forment
16691,designos,80,espinos
16692,mandardes,82,monardes
16693,totalmente,70,talamantes
16694,haçer,80,haller
16695,Treinta,83,reina
16696,conplido,80,conelio
16697,Veinticuatro,67,veitia
16698,arcita,83,garcia
16699,derechas,75,cadrecha
16700,enplehe,62,napole
16701,dejare,73,jareño
16702,imytacion,74,visitacion
16703,atalonar,77,talon
16704,prouea,77,pruneda
16705,sele,80,semple
16706,civiles,77,aviles
16707,cafeteados,71,castaños
16708,compraran,75,compañon
16709,enfanblaje,59,bernabe
16710,Juzgada,71,quezada
16711,organista,71,sopranis
16712,cercadas,88,cernadas
16713,Ilmos,80,lemos
16714,arcangel,100,arcangel
16715,fco,75,facco
16716,parroquiales,80,parrales
16717,labrado,93,labrador
16718,escritora,75,cintora
16719,Descripciones,76,scipione
16720,darse,80,arese
16721,esaminado,75,peinado
16722,exambladura,70,pobladura
16723,canbio,83,cancio
16724,estofó,73,escoto
16725,presillas,82,revillas
16726,contentas,82,conteras
16727,nesesarios,71,nemesio
16728,identicos,78,domenicos
16729,600,0,dessi
16730,Ultimo,73,tulio
16731,chistianos,84,christian
16732,salzedo,92,alzedo
16733,Descendido,78,resendio
16734,concordia,80,cocori
16735,secucion,75,asuncion
16736,ffinco,71,fidencio
16737,nichias,77,ichaso
16738,torne,91,tornel
16739,recojida,71,rebollida
16740,7.500,18,ab-ach
16741,sentenzia,78,sentmenat
16742,tafete,73,gaete
16743,Reina,100,reina
16744,elijira,77,elvira
16745,qualesqer,67,quiles
16746,armaçon,91,arañon
16747,Tiene,83,etienne
16748,pertenefiente,67,reciente
16749,dallas,83,pallas
16750,perecer,77,perera
16751,bosquejada,75,bosque
16752,capellanes,82,cañellas
16753,eprime,73,perie
16754,vestir,73,sesti
16755,destatura,71,estaña
16756,cortalle,77,corte
16757,ortografia,71,ororbia
16758,partido,83,pardo
16759,cuedado,80,cuadrado
16760,conferido,75,conrado
16761,excomunion,63,secundino
16762,recepción,67,recines
16763,conventuales,70,bonaventura
16764,ocupada,77,cuadra
16765,techumbre,71,echauren
16766,6.700,18,ab-ach
16767,cruceria,77,ceria
16768,VSa,80,sa
16769,traellas,84,terradellas
16770,despoxo,77,desojo
16771,ynsignias,67,ignasi
16772,interesantes,70,interian
16773,vatioxa,67,patiño
16774,muceta,83,buceta
16775,Peña,100,peña
16776,Ponga,80,longa
16777,aguamanil,80,guaman
16778,quiebra,77,quiers
16779,"5,213",18,ab-ach
16780,ondeado,88,ondegardo
16781,rrefibido,62,toribio
16782,Sanctórum,71,santacruz
16783,deducir,67,decio
16784,galán,89,galan
16785,oficios,73,icis
16786,aguarda,92,guarda
16787,26,0,dessi
16788,castoberde,86,castroverde
16789,lixitima,67,lima
16790,celebracion,71,cerain
16791,arredamiento,76,sarmiento
16792,aparejador,75,parado
16793,vide,89,vides
16794,calcetero,80,calero
16795,bobedas,77,bordas
16796,expresado,71,temprado
16797,patron,100,patron
16798,femejantes,71,fuentes
16799,quito,91,quinto
16800,cierras,77,rieras
16801,hembra,80,hera
16802,reuerendisimo,67,resendio
16803,pilarycos,75,pilares
16804,ascondan,71,condamine
16805,sentando,75,hernando
16806,dorare,77,dorrego
16807,Ropas,80,rojas
16808,ponpa,75,ponç
16809,1775Fobo,50,foyo
16810,reparta,83,reart
16811,parezco,77,parreño
16812,syete,73,estete
16813,asentó,80,raset
16814,alimento,80,almesto
16815,cajas,89,caja
16816,deftotra,67,tontera
16817,adbierta,71,madera
16818,acondisionado,67,coronado
16819,Otorgo,80,toro
16820,aro,86,arxo
16821,hasemos,77,haembo
16822,ambas,80,lamas
16823,manquedad,88,maqueda
16824,jugando,73,gand
16825,manposteria,74,porteria
16826,siente,80,sirviente
16827,vosotros,77,sotos
16828,rrecrefieren,67,rechteren
16829,corvones,93,corones
16830,beinticinco,78,benicio
16831,sanct,83,sanctis
16832,allá,86,wall
16833,rracimo,77,raimon
16834,niervo,80,nero
16835,lei,86,levi
16836,asofar,73,adsor
16837,thenemos,67,ternero
16838,llenada,71,llarena
16839,martin,100,martin
16840,discordar,71,dorda
16841,felice,100,felice
16842,pertenesce,71,perteso
16843,hordene,77,hornes
16844,Porsi,80,possi
16845,execuzion,62,lecuona
16846,amenaza,86,arenaza
16847,gratandole,78,grandoli
16848,finalisar,67,minali
16849,municion,80,muniain
16850,an,80,jan
16851,Dos,100,dos
16852,dandola,80,yandiola
16853,enviara,77,elvira
16854,inmundicia,70,mendicutia
16855,holandés,86,holanda
16856,tabletas,80,ablitas
16857,da,80,das
16858,baesa,80,bassa
16859,çaquiçami,77,quiram
16860,retocarlo,71,carlo
16861,bido,75,bado
16862,nesesita,71,messia
16863,fazer,80,faber
16864,sonbreros,82,cobreros
16865,fojas,80,rojas
16866,anima,89,ania
16867,Tasación,77,asiain
16868,Manos,83,romanos
16869,albañi,89,alba
16870,aprefiadores,70,preciado
16871,resciuido,71,preciado
16872,echandola,78,echeandia
16873,anssymismo,63,anastasio
16874,niuel,73,viñuela
16875,numeros,92,nueros
16876,sujetos,77,cuetos
16877,archete,77,areche
16878,secante,80,cascante
16879,clauado,86,claudio
16880,veiente,86,vicente
16881,naranjadas,75,aranda
16882,assi,89,assin
16883,comentario,74,comenares
16884,mercaderias,74,mercadal
16885,perfecionar,74,perfecto
16886,poniendole,71,coniedo
16887,feissos,67,febos
16888,alvañi,89,alva
16889,cesteria,82,esterripa
16890,faxa,86,fax
16891,emprimación,71,emparan
16892,trespasar,71,ressa
16893,suben,73,lasuen
16894,jaldetas,77,aldas
16895,acabe,73,acebes
16896,especialfecha,70,espacha
16897,siguientes,75,sigues
16898,barnize,77,barhie
16899,comunicadas,67,moncada
16900,samago,83,sayago
16901,pucoJuo,67,pujol
16902,galeón,91,gallen
16903,barnizado,82,carniado
16904,labe,89,olabe
16905,moderacion,74,mondragon
16906,rosarlos,80,rosario
16907,francés,92,francos
16908,cenefas,75,centellas
16909,macizo,83,mancio
16910,.--,0,dessi
16911,ihus,75,rius
16912,rricos,80,rico
16913,febastian,89,sebastian
16914,amenafando,71,armando
16915,avien,83,avinent
16916,abadefa,77,abadia
16917,capitel,77,capuel
16918,almirez,86,almidez
16919,cocos,89,coco
16920,pontifical,63,montfalco
16921,gradilla,100,gradilla
16922,exceto,73,cleto
16923,rreparar,71,errera
16924,desbaratada,71,estada
16925,verano,100,verano
16926,cabellado,88,cabello
16927,ment,80,manent
16928,Encomiendas,78,encinas
16929,frontales,82,fontanes
16930,borroso,86,borroto
16931,vitela,91,viela
16932,trina,91,triana
16933,entregárselo,70,heresuelo
16934,isquierda,78,izquierdo
16935,faziendole,63,attendolo
16936,mandada,86,andrada
16937,cincel,77,cancela
16938,rregarlas,75,eguaras
16939,median,83,melian
16940,averiguacion,67,argain
16941,recebido,77,recio
16942,Entrada,86,estrada
16943,despartida,75,espada
16944,pudren,73,urien
16945,magnificos,67,pacifico
16946,aprender,71,asprer
16947,exsaminaron,67,miarons
16948,anssy,80,ansay
16949,futre,73,fuster
16950,beneficiares,74,benicia
16951,maderado,86,madera
16952,añascóte,80,aste
16953,militares,82,millares
16954,aroyuelo,94,arroyuelo
16955,pechinas,80,encinas
16956,Rica,86,ric
16957,sic,75,sicre
16958,anido,83,candido
16959,Ilma,75,loma
16960,antezesor,75,tenesor
16961,oydola,83,loyola
16962,questaua,80,quesada
16963,saluador,88,salvador
16964,Orden,83,ordeñana
16965,creciente,94,reciente
16966,lindera,92,linera
16967,ynbia,67,ubiña
16968,rotulos,77,romulo
16969,conueniente,67,monente
16970,concibicion,76,concepcion
16971,acetre,77,aceites
16972,referira,77,feria
16973,Regina,91,reina
16974,viejoy,91,viejo
16975,quesos,73,quejo
16976,120,0,dessi
16977,atentamos,67,matamoros
16978,subzeda,83,ubeda
16979,costodia,77,costa
16980,çihdad,73,piedad
16981,guardillas,84,guardiola
16982,librara,80,liberata
16983,encarnizar,75,cañizar
16984,dixerdes,75,ordieres
16985,perfección,71,perfecto
16986,cerveza,86,cervera
16987,renunciamos,67,enguidanos
16988,legítima,73,lema
16989,ponedor,77,pinedo
16990,pinceles,77,pinel
16991,asentar,77,asinta
16992,sastre,100,sastre
16993,vandas,86,vandadas
16994,ilegibley,62,lembeye
16995,Jacobo,100,jacobo
16996,--tona,80,torena
16997,montesa,100,montesa
16998,Figuran,86,figuera
16999,quitarnos,88,quitano
17000,puso,75,usoz
17001,concedidos,74,concepcio
17002,destrada,93,estrada
17003,Ebangelio,82,angelino
17004,asadones,80,masones
17005,cavos,89,cavo
17006,debieren,71,bierna
17007,formula,73,oruña
17008,Abraham,100,abraham
17009,cejas,77,cabrejas
17010,Julio,100,julio
17011,bernardo,100,bernardo
17012,1644se,44,sea
17013,venden,73,verde
17014,dandolos,71,fandos
17015,salbacion,75,alarcon
17016,llebase,67,lloveras
17017,zolara,80,lara
17018,acabarian,80,abaria
17019,carmen,100,carmen
17020,carro,100,carro
17021,Almonte.dijo,74,montijo
17022,Alcalde,86,alcayde
17023,contrastes,78,conteras
17024,acerca,77,galcera
17025,discurso,67,duro
17026,dobla,91,doblas
17027,començe,80,comenares
17028,premia,83,remisa
17029,segura-,100,segura
17030,calauerita,78,claveria
17031,soberanis,82,sopranis
17032,comisas,77,costas
17033,rosarios,93,rosario
17034,Todos,80,toyos
17035,asisti,73,sesti
17036,herencia-,80,heredia
17037,siva,89,silva
17038,reglas,91,regla
17039,trezientas,71,enzinas
17040,antecedente,73,sanclemente
17041,colindante,75,colina
17042,pimeramente,74,pimentel
17043,salbazion,75,albariño
17044,almudes,77,baldes
17045,puc,86,puch
17046,yntervencion,63,troncon
17047,reelegirme,62,freire
17048,escapulario,71,escala
17049,.diego,100,diego
17050,te,67,rute
17051,lonxa,80,longa
17052,enbio,75,niño
17053,concertaros,74,conteras
17054,acrefciente,84,reciente
17055,Ovejas,100,ovejas
17056,vsse,75,sese
17057,feñalados,75,vallados
17058,Monta,91,montal
17059,differentes,70,cifuentes
17060,enpefado,71,cenedo
17061,dezechas,67,deza
17062,vizcaino,100,vizcaino
17063,conpadres,78,comenares
17064,uariacion,76,purificacion
17065,conzertados,78,conrado
17066,ofizina,77,olzina
17067,comisiono,80,comino
17068,rrehenchir,71,behechi
17069,primera,83,piñera
17070,propoffion,67,procopio
17071,entallo,88,bentallol
17072,acreedores,71,acevedo
17073,Naba,75,abad
17074,apercibio,71,aparicio
17075,curada,83,cuerda
17076,medidor,77,medoro
17077,granidas,86,granda
17078,perfeciones,78,recines
17079,gono,80,godino
17080,tengays,73,tena
17081,puntas,77,cuentas
17082,vendieron,88,veniero
17083,elija,89,elia
17084,colindantes,80,collantes
17085,dejandoles,67,demandre
17086,hiciefe,67,cifre
17087,suyo,80,sueyro
17088,conbinieron,67,ciceron
17089,hiço,75,chico
17090,ynbension,67,benino
17091,entresuelillos,70,heresuelo
17092,darme,80,adame
17093,serca,80,serra
17094,valio,83,valerio
17095,evangelios,86,evangelista
17096,niños-,89,nidos
17097,ofresiere,80,freire
17098,exarremienta,74,armenta
17099,pensiones,82,pendones
17100,auitar,83,aguiar
17101,apacible,71,aracil
17102,legítimamente,70,clemente
17103,fransisco,95,franscisco
17104,Monasterio,100,monasterio
17105,umidad,67,eudald
17106,Dulces,91,dulce
17107,pabonados,71,pando
17108,poleas,80,peñas
17109,traspasa,77,aspas
17110,billamanrique,76,manrique
17111,mefmo,67,mermejo
17112,dispofifion,63,dionisio
17113,muriano,93,murciano
17114,decierna,71,lecina
17115,rressebido,71,eusebio
17116,86,0,dessi
17117,cayese,80,cañes
17118,hafer,73,haller
17119,vaqueros,93,vaquero
17120,rreduxe,73,rexe
17121,abertura,80,berdura
17122,noto,75,oton
17123,cortan,91,corta
17124,devuelta,88,revuelta
17125,uaya,80,guraya
17126,çafonada,80,foncalda
17127,emperatriz,71,beatriz
17128,pajito,80,pato
17129,demasias,80,demaria
17130,aufençia,73,ania
17131,cofrade,71,cordier
17132,Beneficiados,74,benicia
17133,quadritos,88,quadros
17134,saibo,80,saboy
17135,conRespondencia,61,canencia
17136,constarle,82,costales
17137,alqe,75,alex
17138,Señores,83,serres
17139,pinoyten,71,pinzon
17140,demuestren,75,mestre
17141,fabor,80,fabio
17142,hipolito,100,hipolito
17143,retacos,73,reta
17144,atalla,86,santalla
17145,fisico,83,fiesco
17146,bicente,86,vicente
17147,uniuersal,75,unquera
17148,"94,500",17,ab-ach
17149,tornapuntas,67,orantes
17150,encarnación,95,encarnacion
17151,rrequysitoria,60,urresti
17152,encajan,73,caja
17153,caualgadura,71,cuadra
17154,rrefaltada,78,regalada
17155,rremedie,75,remedios
17156,martelilla,82,melilla
17157,canta,91,cantal
17158,galana,92,galeana
17159,lanilla,88,solanilla
17160,recebimiento,70,reciente
17161,contituimos,64,constantino
17162,topa,100,topa
17163,literalmente,70,clemente
17164,juros,80,urosa
17165,balleta,83,balet
17166,sitta,73,strata
17167,1630,0,dessi
17168,calsar,91,calar
17169,pena,86,peña
17170,cercada,83,cerda
17171,conuyene,67,monente
17172,congregadas,70,contreras
17173,mexores,71,morones
17174,Idem,67,de
17175,pagays,73,pagan
17176,tanbien,73,aben
17177,pareze,80,arze
17178,proporcionalmente,56,reciente
17179,armonia,92,armona
17180,Rabia,83,sarabia
17181,Marchenilla,86,barcenilla
17182,rrestituir,74,restituto
17183,amado,100,amado
17184,ligitima,71,urigoitia
17185,materia,86,matrera
17186,podella,83,della
17187,reservado,82,servando
17188,elefion,73,elio
17189,ffacultad,62,alta
17190,rrequadramentos,64,sacramento
17191,serenisimo,71,asensio
17192,peto,89,preto
17193,antonyo,86,antonio
17194,Proseguirlo,74,prospero
17195,fallarades,78,pallares
17196,concedida,71,conca
17197,sufiziente,74,sirviente
17198,rraça,80,orraca
17199,peçadas,83,pradas
17200,Decimos,83,decio
17201,rubricado)-rodrigo,59,torrubiano
17202,dichas,83,ichaso
17203,bendiziendo,71,benino
17204,revertiendo,74,severino
17205,barreduela,82,bardela
17206,pareseran,80,parera
17207,priacipal,67,aracil
17208,reziuido,67,requijo
17209,darnos,73,arosa
17210,quedar,80,quer
17211,nombres,77,hombre
17212,guardarropa,76,guadarrama
17213,clauados,80,claudio
17214,compelan,80,compañon
17215,edificios,75,medicis
17216,facilidad,63,fuensalida
17217,tamariz,100,tamariz
17218,rrescevir,67,forrester
17219,exconpelan,67,bonpland
17220,compuso,80,compludo
17221,considerandose,67,ondeano
17222,sercada,80,mercadal
17223,caxas,89,caxa
17224,tapapiés,71,tamaris
17225,meses,91,mieses
17226,adbierte,75,alderete
17227,cuellar,100,cuellar
17228,posehemos,75,poechos
17229,contada,86,cortada
17230,enerbadas,71,cernadas
17231,concordancia,70,cogorani
17232,Primo,100,primo
17233,Cámara,91,camara
17234,prpfio,73,primo
17235,coronil,86,coronel
17236,suscitado,67,criado
17237,Evangelio,82,angelino
17238,alsar,80,calar
17239,Spiritu,93,espiritu
17240,hechura,73,eura
17241,dispoficion,67,visitacion
17242,quadreta,86,quadra
17243,hapareje,71,pareja
17244,latón,80,latino
17245,fauidor,71,facundo
17246,jiscola,73,isla
17247,istoria,86,vitoria
17248,rrogado,77,rodado
17249,capialzados,74,capillas
17250,cathredal,71,carleval
17251,encalara,88,encalada
17252,salido,100,salido
17253,adquirieredes,63,quiers
17254,conductos,71,couto
17255,Dio,86,dios
17256,calcetas,80,calcena
17257,país,86,peñas
17258,edad,80,verdad
17259,guertesuelo,80,heresuelo
17260,V.o,57,jove
17261,suelta,83,vuelta
17262,comenfaremos,86,comenares
17263,1,0,dessi
17264,moldurados,71,morgado
17265,rearmar,73,amar
17266,servar,80,seva
17267,prefo,80,preto
17268,finche,71,malinche
17269,serbicios,67,jerico
17270,rroelas,92,roelas
17271,ciere,80,cifre
17272,almohadas,74,galobardas
17273,Horoscuela,71,rocella
17274,abrill,86,cabrillo
17275,abrillas,88,varillas
17276,ermitañas,75,hermiaga
17277,zinquenta,75,uzqueta
17278,parescan,77,pares
17279,corredorcico,67,cordovero
17280,Fama,75,gama
17281,Mancomunadamente,64,condamine
17282,cumplais,75,cumplido
17283,posee,80,posse
17284,avito,80,aviñon
17285,gratar,80,gata
17286,poquita,77,apoita
17287,hazerlo,73,haro
17288,pagan,100,pagan
17289,tuuiere,75,thubieres
17290,1567fue,50,funes
17291,rrepresentar,64,prestamero
17292,alcatifas,74,alcanteies
17293,Salbador,88,salvador
17294,doscientos,67,tosantos
17295,realize,73,real
17296,ttreinta,77,reina
17297,estandolo,74,estanislao
17298,tressientos,67,trevino
17299,Liñan,100,liñan
17300,manchas,83,manca
17301,fentenfiar,71,entrena
17302,ungonçe,80,ungo
17303,asista,86,sasiesta
17304,proueer,71,rosuero
17305,codos,80,godos
17306,desbaratalla,73,descatllar
17307,rechas,83,rechac
17308,freyla,92,freylas
17309,tazo,75,azor
17310,fixaziones,62,feixas
17311,ten,86,tena
17312,sussesores,63,sisternes
17313,1610,0,dessi
17314,annus,73,cantus
17315,conposicion,76,concepcion
17316,llevamos,77,lemos
17317,ministros,74,hinestrosa
17318,resibido,71,rudesindo
17319,"1680,1681",13,ab-ach
17320,fillas,83,millas
17321,prouincias,75,princi
17322,cohoyo,80,hoyo
17323,Religiosos,71,reinoso
17324,exibio,80,ibio
17325,desistiese,70,desmaissieres
17326,della.de,77,della
17327,Espina,100,espina
17328,banquillos,78,badillos
17329,bide,86,bie
17330,brocatel,88,brocarte
17331,opinaban,71,montalban
17332,pensimientos,70,pimienta
17333,conuension,74,ascension
17334,procuren,75,perurena
17335,arque,91,jarque
17336,espin,91,espina
17337,desisorio,75,ossorio
17338,ofisial,77,frisia
17339,bavtize,71,beatriz
17340,instanzia,78,constanza
17341,escrupulo,67,escarpizo
17342,calçar,100,calar
17343,dañe,80,de
17344,guerras,92,guerra
17345,pagaren,83,pagan
17346,aber,89,faber
17347,imposibilidad,63,osilia
17348,corespondensia,67,corones
17349,accedio,83,acedo
17350,entregueis,80,entraigues
17351,vren,75,veno
17352,imajenes,75,marentes
17353,jubón,75,juan
17354,Resumimos,71,remedios
17355,intestado,75,tostado
17356,arca,89,barca
17357,cauello,86,cabello
17358,enriquezer,89,enriquez
17359,Cruz,86,cru
17360,labrar,86,labrador
17361,otrosi,73,otero
17362,adoracion,75,horacio
17363,útiles,83,trilles
17364,ecuerdo,83,cuero
17365,jentes,77,fuentes
17366,franc,91,franch
17367,ganaran,86,gandara
17368,estrivan,80,estrany
17369,nessesario,71,nemesio
17370,parecio,83,recio
17371,dijera,73,piñera
17372,aueisde,71,maurise
17373,judicial,75,justicia
17374,ninguno,80,inguanzo
17375,escribiente,74,reciente
17376,Galera,92,galcera
17377,dejarles,77,arles
17378,bermondo,88,vermondo
17379,vexacion,75,venancio
